1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
39,10,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
117,14,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
